left_eye_ear,right_eye_ear,avg_eye_ear,mouth_aspect_ratio,left_eyebrow_eye_dist,right_eyebrow_eye_dist,mouth_face_width_ratio,smile_ratio,nose_wrinkle,eye_openness_ratio,eye_asymmetry,eyebrow_asymmetry,jaw_asymmetry,inner_mouth_openness,hog_mean,hog_std,hog_min,hog_max,face_brightness,face_contrast,edge_intensity_mean,edge_intensity_std,emotion,actor_id,gender,intensity,video_id
-1.4912506084084873,-1.6169336007346609,-1.562519132872146,-1.2075367641128478,0.3177633321286646,0.3288364970508271,0.10010709370365231,-1.197709948037298,-1.3325986266565075,-0.4458183847113008,0.03277804781409344,-0.8248884484087144,0.1926910427877206,1.5325355812398038,-0.11262691791226188,1.3380924535931602,0.0,0.7225399572624954,0.9167171936695483,1.1509648004147743,-0.689301281452196,0.1885601103545824,neutral,01,male,normal,0
-0.1962250960080642,-0.562137956366791,-0.38185415657991906,-1.206127743878328,1.3592560167778167,1.334566992572623,0.12734478387722023,-1.1977099480372975,-1.3325986266565075,0.7392931697795806,1.7533454719931545,-0.8402395827625064,0.1838225678654393,1.4074950046751695,-0.3262727416961501,1.3629367654779148,0.0,0.7225399572624954,0.9127293448162547,1.2181997013693464,-0.801603005300217,0.2404352087784295,neutral,01,male,normal,0
-0.01523531439458522,-0.15095378631270343,-0.08378235944976845,-1.1007658629735673,1.2129593854893066,1.2873179088903968,0.12717148471008305,-1.251731950614667,-1.2645881102037595,0.865330006083616,0.027366477912753272,-0.4104078208580801,-0.09551635236728799,1.2491849271928568,-0.6150375629660962,1.2846749055806679,0.0,0.7225399572624954,0.8818144227493474,1.2246347577995,-0.7434838297394734,0.22511483164065318,neutral,01,male,normal,0
-0.47766590893076205,-0.8018790373873439,-0.6437427086026075,0.1736564399905742,1.0144139573120354,1.1826949378797342,-0.32580785417951436,-0.44138511575978856,-1.2320438606298467,-0.6912939937587961,1.4577638629191978,-0.011278327661127229,-0.30643769830476203,-0.34877225844119836,-0.48610677536688585,1.197795556850422,0.0,0.7225399572624954,0.9693568758412027,1.2160351350013006,-0.6840003492270135,0.4739269707627401,neutral,01,male,normal,0
-0.18108292127231113,-0.38321647857901253,-0.2840094150395008,-0.058596962766834695,0.9691316666751246,1.1421957232949695,-0.11422684046637242,-0.36248329200149915,-1.3316158781459815,-0.3403965625644854,0.5315176717572129,0.004072806692591108,-0.5646391837435437,0.10093661643094072,-0.5828095294059562,1.3961409644056648,0.0,0.7225399572624954,0.9782535234629705,1.2390966490633861,-0.7475826679764421,0.3101553057090142,neutral,01,male,normal,0
-0.24344589716315237,-0.2789173188309268,-0.26262424742897006,-0.8258114910764632,1.1607105886005455,1.4256902253883583,-0.2234025978086991,-0.604392141775562,-1.3917296985744412,0.3363140463815154,-0.7075894291687223,0.4492557029507174,-0.4294586609534421,0.6448378477831448,0.5967123329147361,0.03515093077284055,0.0,0.7225399572624954,-0.7569917091329468,-0.5554897859891629,-0.23683814236041184,-1.0177744225367178,neutral,01,male,normal,0
-0.07601124104737446,-0.20659108873684828,-0.14228649113505148,-0.34365853882537917,1.070146007326707,1.3278171234751655,-0.12321947331719961,-0.8634264379100607,-0.996461454483532,-0.0390311801435662,-0.007639470160579728,0.403202299889544,-0.21088417118834923,0.0647010364940266,-0.6200842905812438,1.506952967647293,0.0,0.7225399572624954,0.887044146354475,1.226410300307833,-0.7457252519307392,0.31168572364184327,neutral,01,male,normal,0
-0.006237840433954533,-0.1200563394680126,-0.06368942659721974,-0.9699827420905703,1.146777576096883,1.5370630654964743,0.16153625899259294,-1.2460608028401021,-0.9008441208577624,0.6912950742768036,-0.13639089063606913,1.0172476740386271,0.26168155290506523,1.0112561639462991,-0.41588379096032624,1.407382466269425,0.0,0.7225399572624954,0.8792075701374699,1.2523618194122637,-0.7780223665740152,0.2556396252856913,neutral,01,male,normal,0
-0.05827608486207537,-0.224262150611925,-0.1423193877542439,-1.4829629824749941,1.1676770948523831,1.6113116255685542,0.3805023913962847,-1.6484143488281529,-0.8002278043741035,1.5306140870055607,0.2553563986564491,1.2628658236982861,0.3160988146791718,2.04173175641655,0.7066102572605962,-0.19066691863479363,0.0,0.060776222707861656,-0.4447496749148683,-0.6509320104840971,-0.340534816808164,-1.3851021942237294,neutral,01,male,normal,0
-0.12647210147665336,-0.2911945125003209,-0.21023756982131353,-1.4162398124711866,1.1398110698450497,1.661935643799517,0.28642143464737524,-1.5500159156778446,-0.9368183685130843,1.305303755874248,0.24964237371997222,1.6159419138340287,0.9478702334972708,1.862502561960331,-0.2846667964951592,0.9903330896944477,0.0,0.7225399572624954,0.921557636981062,1.1424942821944104,-0.778752059645127,0.10826737337347499,neutral,01,male,normal,0
