left_eye_ear,right_eye_ear,avg_eye_ear,mouth_aspect_ratio,left_eyebrow_eye_dist,right_eyebrow_eye_dist,mouth_face_width_ratio,smile_ratio,nose_wrinkle,eye_openness_ratio,eye_asymmetry,eyebrow_asymmetry,jaw_asymmetry,inner_mouth_openness,hog_mean,hog_std,hog_min,hog_max,face_brightness,face_contrast,edge_intensity_mean,edge_intensity_std,emotion,actor_id,gender,intensity,video_id
-0.09564409632224213,-0.16206115620438313,-0.12965430529225477,1.9843578658388479,-1.692073721525366,-1.6252506066643522,-0.11407558570491524,2.0118190111691536,1.0401548633827913,-1.0757549524291998,-0.484917694784009,-0.855590717116188,-0.6024024883310161,-1.2735847567447,0.8715420570016933,-0.4428180678989263,0.0,-1.797664268758057,-0.9429730273374831,0.20688993574603026,0.5855473098733123,1.1435794569661706,angry,18,female,normal,2066
0.9733290186022863,1.1352413718186236,1.0601429929371142,1.066572267307606,1.623983254347495,1.7226844656766822,1.0409411259512789,-0.21325151728902844,-0.6040055787006597,-0.25016336385191695,-0.07214808785499226,-0.24154534296704952,-0.7264117709904796,-0.9036748518365172,0.22233999886759953,0.6055999217917433,0.0,0.7225399572624954,0.6409535953583774,-0.666352667466944,-0.20462549300627503,-0.13586442561721745,angry,06,female,strong,694
0.7156718098647008,0.34858304439246274,0.5342586506270228,1.5456925615620072,1.3522895105259751,1.334566992572623,-1.2237992057087381,0.38114099645825733,0.010996813123818753,-0.6817917071289165,1.7125464598534796,-0.8095373140550145,1.1246525688554425,-1.0949898128811322,0.7126668626296145,-0.09264750567619258,0.0,0.35121909940648083,-0.42460894139467115,-0.04561553103543084,-0.8180502224318473,-1.43714073499644,angry,03,male,strong,332
0.44757094613489834,0.4069432169549564,0.42943561370748723,-1.071516394172624,0.7984522635051954,0.7473283810934569,-0.7387097783082935,-0.910784425990049,1.1608766875457832,1.3026322113599722,-0.7067080098736047,-1.0398043293609185,-0.45801616755489927,1.5213204052333587,1.0810309682928687,-1.166385559444476,0.0,0.7225399572624954,-2.111957825740252,-0.5270204961166376,2.1657561162359533,0.2093558834631384,angry,17,male,strong,1955
-0.05827608486207234,-0.18708966230228083,-0.12356676338641326,0.05812029606811593,1.2303756511188881,1.5809372146299796,0.13663191784706624,-0.642584831858832,-0.9388850519206415,-0.31530066661117984,-0.02177132257165934,0.8483851961476334,0.13368904892024117,0.027759677637851355,-0.46925104904863846,1.2341084623770755,0.0,0.7225399572624954,0.8512450578107682,1.3196373805412862,-0.6317269199666578,0.11107064684578019,angry,01,male,normal,90
0.2263952697736698,0.1495518060025048,0.18882354674786833,-1.6868724942613154,1.8573612137839248,1.7530588766152566,-0.5564709401004598,-0.5691612195521122,0.3362938620796403,2.5114966284326385,-0.4246911940883384,-1.131911135483302,-0.6035701737704418,3.740982655550748,0.8569226215738822,-0.4066856427560816,0.0,-0.6451063766985025,0.06945536932737732,-1.2865137855444366,-0.35118274516779074,-0.4371671006109408,angry,07,male,strong,812
1.7806860706932166,1.4914482233638189,1.644163443092472,-0.16136263393506786,0.3874283946470071,0.30521195520971006,-0.04798861459310544,-0.5057902703634687,0.40279269988645966,0.9885964908270196,1.0742653789877898,-1.239369075959404,-0.4102724724342187,-0.20282350780551417,-0.27074891988027866,0.8166111634783103,0.0,0.7225399572624954,-0.26227479478408566,0.8258434950281061,0.40276596784795154,0.9804090484002539,angry,05,male,strong,573
-0.08171982243567256,-0.3022259185511117,-0.1933908029596043,-0.1707992039739289,1.275657941755795,1.405440618095978,2.5701711797427853,-2.0762459568323433,0.03920317761459739,-0.20581613348433414,0.6630874991259412,-0.14943853684462907,-0.30777080206061613,-0.19260016324429444,0.801138226319377,-0.2696861768150693,0.0,-1.496921754621475,-0.8690316869858895,0.45120334816617463,-0.08548003674150063,-0.2016344623435085,angry,03,male,strong,275
-1.7510075086583843,-1.7654729609432558,-1.7675393580794982,-0.15971666398031592,-0.392820305558369,-0.06265591060195283,-1.421631658309585,0.8153972941366794,-0.3963593908945365,-1.2421051713096714,-0.7822501928039354,0.5260113747193459,-0.7465529491278157,-0.086255959203615,0.07286344661811828,-0.6202649589370944,0.0,0.7225399572624954,-0.35872999552313933,-0.3000012633540382,-0.03233802965660103,1.4368910666313257,angry,22,female,normal,2547
1.8235220698594394,1.7011907150527061,1.7714256511066009,0.3093656486103065,0.12618441020323937,0.2613378060762127,-0.9734084035670527,0.17082311496048574,0.08206192044842213,0.6080841142635132,-0.17238147351610048,-0.28759874602822294,0.04092346549138099,-0.7923420823933445,-0.5259090810820904,-0.29408447351723926,0.0,0.7225399572624954,1.1312265168373365,-0.8929214264311373,-0.9039310633794114,-0.8436491697435119,angry,14,female,normal,1650
0.4768046943375225,0.16250261618253542,0.32076142084775466,-1.3380157194549251,-0.5843992274838026,0.06559160224981461,-0.36954370864370567,-1.4742771828501666,2.1638414918927156,1.7205725177954365,1.3319954964107883,1.9536668696160713,-0.4930117169519384,1.6592366203671431,0.8448710403210862,-0.8748340602527437,0.0,0.7225399572624954,-1.7876028538484101,-0.6835106582542156,2.3175893354576194,1.0839022231379676,angry,17,male,normal,1948
0.668183363797375,0.7782546979659163,0.7272355313996828,0.32828132020042855,-0.46945187432854074,-0.3562752163415358,1.007995993789529,0.42237409730969133,-0.6303285552244554,0.005601549063516036,-0.47521840338926147,-0.47181235827297185,0.23765424408534808,-0.9096266654517396,-0.4615336295694394,0.3128356575752211,0.0,0.7225399572624954,0.45847910176842577,-0.39459526255167154,-0.1678211612436709,-0.1331810921179571,angry,04,female,normal,389
0.2848386271706204,0.09280544826687834,0.18946468503560376,0.8021958355717044,-0.8944087556904,-0.953638631466908,0.8021143006279575,0.9456836599485704,0.4718618728855779,-0.5410143109083739,0.430892615624339,-1.2547202103131039,-0.7032460924282445,-0.8596331142945528,0.4938559102175393,0.46104596752968324,0.0,-1.402238272896342,0.31066030385727617,0.4100915674384862,0.5211261412715488,1.3782445682921307,angry,15,male,normal,1770
0.3341013570991229,0.32227728178032927,0.32989836343149914,0.10696397467539046,0.5720408103206032,0.07909134044474155,-0.6602654746605816,0.06975473093991635,0.16758490552364205,-0.07361005773712556,-0.9152769643143005,0.510660240365646,0.9451101714314937,-0.3734741918164322,0.9224745228816914,-0.6843472371372435,0.0,0.7225399572624954,-0.18026772822873796,-0.16175988539343633,0.6579242249008701,-0.06330576301208532,angry,09,male,strong,995
0.5816939118671749,0.5774850415510658,0.5826383470273789,-0.8315837643601235,-0.5147341649654559,-0.5182720746806225,-0.7717729453061744,0.10331551709685464,0.10200724632077848,1.055185946699807,-0.9855074573541132,-1.0091020606535002,-0.9551958447585912,0.47035068615219544,1.1240989614503158,-1.0825389374929466,0.0,0.30101290360581934,-0.6329860264569136,-0.20005097320280094,0.4317403485472877,0.8436001153556955,angry,23,male,strong,2672
1.723257989088048,1.6683321011184176,1.7046372358663406,-0.9245428578850532,0.21674899147707796,0.5043330935848287,-0.1874554937800072,-0.42464288259517985,-0.5036360071455134,2.1817097934170944,-0.6694518041960409,0.41855343424324387,-0.8439286588781713,0.37148841685655026,0.18048653608889859,-0.8353162658931992,0.0,0.7225399572624954,0.25227788851018823,-1.7324081842792334,-0.6190371885154253,-1.6052682025318488,angry,14,female,strong,1654
-0.17708065171316376,-0.16145131503697324,-0.17012990732550984,1.119354296573162,0.49192598842450835,0.5549571118157957,-1.2324335408699791,2.095162909713905,-0.13398907105038455,-0.8389133333246128,-1.0921622017061854,-0.5639191643953371,-0.2993375623569619,-0.8590053731056507,0.8249072712207542,-0.32789150325912575,0.0,-0.1265636081485302,-1.0396810130980534,-0.4498013113501668,0.8365240288960459,0.669400563066524,angry,23,male,strong,2730
0.7150747405874861,0.5827762423610098,0.6521044631304178,0.8255186647464888,0.9551986541714661,0.831701744811723,-1.8169755148484934,0.010945893589362463,1.455168813299769,-0.3241997272068215,-0.037825611423851546,-1.2240179416055936,-0.8540723909171477,-0.7048525433695731,0.9574417004309151,-1.2392947468454385,0.0,0.7225399572624954,-2.261366230400346,-0.9520418069346008,1.550564971578607,-0.38554226174770323,angry,17,male,strong,1954
0.4664773578500681,0.10750469674510006,0.2878443881761928,-1.0634787344231205,1.1014952854599553,0.8620761557503015,-0.4870257493459809,-1.5377316671404464,-0.43487409279332395,1.156054355230288,1.665584225108572,-0.7174305079326493,0.9380052018974957,1.2585916043520218,1.2442749673798958,-1.3976774876470754,0.0,-1.9295382605053244,-0.23895773759695094,0.3088031442099749,-0.2919793124086618,-0.9431842188281149,angry,03,male,normal,271
-0.7176799991743334,-0.5668292346053988,-0.6453642900055019,1.1264113732304548,-1.5666766089923518,-1.355255842765878,-0.3810591364735022,0.6979350316338225,0.5464856165581391,-1.0584882160348918,-0.24652802545798283,-0.18014080555215778,-0.8471397220870317,-1.476165920736501,-1.3980038910068235,1.2617087866639038,0.0,0.7225399572624954,1.077862462214149,-0.7230932438741311,-1.6898344184056904,-1.645208929390207,angry,04,female,strong,452
